Date,Rainfall_avg_mm,Percent_AOI_Data
1987-01-11,0.0,100.0
1987-01-12,0.0,100.0
1987-01-13,0.435,100.0
1987-01-14,6.631,100.0
1987-01-15,1.004,100.0
1987-01-16,0.74,100.0
1987-01-17,5.708,100.0
1987-01-18,0.589,100.0
1987-01-19,15.99,100.0
1987-01-20,2.969,100.0
1987-01-21,2.692,100.0
1987-01-22,7.97,100.0
1987-01-23,9.579,100.0
1987-01-24,6.979,100.0
1987-01-25,2.427,100.0
1987-01-26,1.0,100.0
1987-01-27,0.42,100.0
1987-01-28,6.473,100.0
1987-01-29,5.982,100.0
1987-01-30,14.721,100.0
1987-01-31,0.084,100.0
1987-02-01,0.0,100.0
1987-02-02,0.091,100.0
1987-02-03,0.0,100.0
1987-02-04,0.0,100.0
1987-02-05,4.761,100.0
1987-02-06,3.339,100.0
1987-02-07,3.938,100.0
1987-02-08,5.675,100.0
1987-02-09,19.518,100.0
1987-02-10,7.998,100.0
1987-02-11,0.054,100.0
1987-02-12,1.904,100.0
1987-02-13,0.641,100.0
1987-02-14,3.652,100.0
1987-02-15,1.798,100.0
1987-02-16,5.391,100.0
1987-02-17,3.804,100.0
1987-02-18,1.845,100.0
1987-02-19,6.47,100.0
1987-02-20,12.825,100.0
1987-02-21,7.276,100.0
1987-02-22,2.308,100.0
1987-02-23,6.358,100.0
1987-02-24,5.208,100.0
1987-02-25,4.119,100.0
1987-02-26,0.147,100.0
1987-02-27,0.07,100.0
1987-02-28,6.92,100.0
1987-03-01,5.856,100.0
1987-03-02,0.079,100.0
1987-03-03,5.457,100.0
1987-03-04,0.351,100.0
1987-03-05,3.639,100.0
1987-03-06,5.841,100.0
1987-03-07,10.558,100.0
1987-03-08,1.2,100.0
1987-03-09,2.868,100.0
1987-03-10,3.505,100.0
1987-03-11,1.046,100.0
1987-03-12,8.987,100.0
1987-03-13,11.606,100.0
1987-03-14,5.916,100.0
1987-03-15,9.106,100.0
1987-03-16,6.24,100.0
1987-03-17,3.038,100.0
1987-03-18,16.503,100.0
1987-03-19,10.279,100.0
1987-03-20,2.684,100.0
1987-03-21,1.413,100.0
1987-03-22,6.85,100.0
1987-03-23,5.505,100.0
1987-03-24,7.879,100.0
1987-03-25,3.348,100.0
1987-03-26,2.228,100.0
1987-03-27,0.087,100.0
1987-03-28,1.512,100.0
1987-03-29,3.327,100.0
1987-03-30,6.875,100.0
1987-03-31,3.65,100.0
1987-04-01,4.83,100.0
1987-04-02,8.93,100.0
1987-04-03,0.731,100.0
1987-04-04,1.131,100.0
1987-04-05,2.83,100.0
1987-04-06,16.534,100.0
1987-04-07,15.291,100.0
1987-04-08,5.336,100.0
1987-04-09,2.565,100.0
1987-04-10,5.759,100.0
1987-04-11,9.222,100.0
1987-04-12,1.772,100.0
1987-04-13,2.176,100.0
1987-04-14,1.804,100.0
1987-04-15,2.497,100.0
1987-04-16,0.0,100.0
1987-04-17,1.348,100.0
1987-04-18,1.289,100.0
1987-04-19,3.388,100.0
1987-04-20,7.36,100.0
1987-04-21,9.82,100.0
1987-04-22,2.916,100.0
1987-04-23,10.449,100.0
1987-04-24,2.023,100.0
1987-04-25,7.06,100.0
1987-04-26,0.369,100.0
1987-04-27,3.695,100.0
1987-04-28,4.406,100.0
1987-04-29,4.41,100.0
1987-04-30,7.504,100.0
1987-05-01,2.481,100.0
1987-05-02,12.803,100.0
1987-05-03,0.092,100.0
1987-05-04,11.639,100.0
1987-05-05,5.394,100.0
1987-05-06,14.846,100.0
1987-05-07,5.498,100.0
1987-05-08,5.725,100.0
1987-05-09,1.37,100.0
1987-05-10,0.107,100.0
1987-05-11,0.142,100.0
1987-05-12,6.315,100.0
1987-05-13,5.835,100.0
1987-05-14,9.182,100.0
1987-05-15,0.2,100.0
1987-05-16,1.459,100.0
1987-05-17,12.39,100.0
1987-05-18,5.725,100.0
1987-05-19,0.0,100.0
1987-05-20,22.137,100.0
1987-05-21,19.891,100.0
1987-05-22,12.141,100.0
1987-05-23,5.111,100.0
1987-05-24,0.0,100.0
1987-05-25,0.0,100.0
1987-05-26,0.0,100.0
1987-05-27,26.883,100.0
1987-05-28,0.087,100.0
1987-05-29,0.0,100.0
1987-05-30,0.0,100.0
1987-05-31,1.231,100.0
1987-06-01,1.197,100.0
1987-06-02,9.793,100.0
1987-06-03,0.89,100.0
1987-06-04,4.679,100.0
1987-06-05,1.57,100.0
1987-06-06,6.706,100.0
1987-06-07,0.0,100.0
1987-06-08,0.0,100.0
1987-06-09,1.234,100.0
1987-06-10,0.0,100.0
1987-06-11,0.012,100.0
1987-06-12,0.192,100.0
1987-06-13,0.0,100.0
1987-06-14,0.0,100.0
1987-06-15,0.0,100.0
1987-06-16,0.0,100.0
1987-06-17,0.0,100.0
1987-06-18,0.0,100.0
1987-06-19,5.844,100.0
1987-06-20,0.296,100.0
1987-06-21,0.0,100.0
1987-06-22,0.0,100.0
1987-06-23,0.0,100.0
1987-06-24,0.0,100.0
1987-06-25,0.098,100.0
1987-06-26,0.0,100.0
1987-06-27,0.044,100.0
1987-06-28,0.03,100.0
1987-06-29,0.0,100.0
1987-06-30,0.0,100.0
1987-07-01,0.239,100.0
1987-07-02,0.012,100.0
1987-07-03,0.32,100.0
1987-07-04,0.0,100.0
1987-07-05,0.0,100.0
1987-07-06,0.0,100.0
1987-07-07,0.0,100.0
1987-07-08,0.0,100.0
1987-07-09,0.345,100.0
1987-07-10,0.0,100.0
1987-07-11,0.0,100.0
1987-07-12,0.0,100.0
1987-07-13,0.0,100.0
1987-07-14,0.0,100.0
1987-07-15,0.0,100.0
1987-07-16,0.0,100.0
1987-07-17,0.0,100.0
1987-07-18,0.0,100.0
1987-07-19,0.0,100.0
1987-07-20,0.031,100.0
1987-07-21,0.032,100.0
1987-07-22,0.0,100.0
1987-07-23,0.84,100.0
1987-07-24,0.18,100.0
1987-07-25,1.647,100.0
1987-07-26,0.206,100.0
1987-07-27,1.193,100.0
1987-07-28,0.0,100.0
1987-07-29,0.0,100.0
1987-07-30,0.0,100.0
1987-07-31,0.692,100.0
1987-08-01,0.0,100.0
1987-08-02,0.0,100.0
1987-08-03,0.0,100.0
1987-08-04,0.0,100.0
1987-08-05,0.0,100.0
1987-08-06,0.0,100.0
1987-08-07,0.0,100.0
1987-08-08,0.0,100.0
1987-08-09,0.0,100.0
1987-08-10,0.0,100.0
1987-08-11,0.0,100.0
1987-08-12,0.046,100.0
1987-08-13,0.158,100.0
1987-08-14,1.049,100.0
1987-08-15,0.06,100.0
1987-08-16,0.199,100.0
1987-08-17,0.331,100.0
1987-08-18,0.758,100.0
1987-08-19,0.0,100.0
1987-08-20,0.0,100.0
1987-08-21,0.0,100.0
1987-08-22,0.098,100.0
1987-08-23,0.015,100.0
1987-08-24,0.406,100.0
1987-08-25,6.098,100.0
1987-08-26,17.329,100.0
1987-08-27,1.142,100.0
1987-08-28,4.448,100.0
1987-08-29,0.0,100.0
1987-08-30,0.0,100.0
1987-08-31,0.0,100.0
1987-09-01,0.168,100.0
1987-09-02,0.0,100.0
1987-09-03,0.0,100.0
1987-09-04,1.959,100.0
1987-09-05,5.898,100.0
1987-09-06,9.519,100.0
1987-09-07,5.247,100.0
1987-09-08,0.764,100.0
1987-09-09,0.0,100.0
1987-09-10,0.0,100.0
1987-09-11,0.0,100.0
1987-09-12,0.99,100.0
1987-09-13,1.137,100.0
1987-09-14,1.497,100.0
1987-09-15,3.98,100.0
1987-09-16,6.97,100.0
1987-09-17,5.361,100.0
1987-09-18,4.068,100.0
1987-09-19,0.007,100.0
1987-09-20,0.0,100.0
1987-09-21,2.724,100.0
1987-09-22,20.02,100.0
1987-09-23,0.261,100.0
1987-09-24,13.758,100.0
1987-09-25,1.197,100.0
1987-09-26,6.948,100.0
1987-09-27,11.086,100.0
1987-09-28,1.623,100.0
1987-09-29,22.939,100.0
1987-09-30,6.208,100.0
1987-10-01,7.979,100.0
1987-10-02,0.483,100.0
1987-10-03,2.442,100.0
1987-10-04,0.0,100.0
1987-10-05,0.0,100.0
1987-10-06,0.0,100.0
1987-10-07,2.309,100.0
1987-10-08,6.206,100.0
1987-10-09,0.462,100.0
1987-10-10,0.2,100.0
1987-10-11,0.0,100.0
1987-10-12,15.29,100.0
1987-10-13,5.019,100.0
1987-10-14,1.74,100.0
1987-10-15,2.889,100.0
1987-10-16,4.075,100.0
1987-10-17,8.602,100.0
1987-10-18,9.933,100.0
1987-10-19,2.006,100.0
1987-10-20,7.981,100.0
1987-10-21,7.529,100.0
1987-10-22,0.966,100.0
1987-10-23,12.983,100.0
1987-10-24,0.338,100.0
1987-10-25,4.147,100.0
1987-10-26,1.0,100.0
1987-10-27,1.98,100.0
1987-10-28,3.592,100.0
1987-10-29,7.739,100.0
1987-10-30,3.568,100.0
1987-10-31,1.164,100.0
1987-11-01,0.0,100.0
1987-11-02,0.0,100.0
1987-11-03,0.0,100.0
1987-11-04,0.0,100.0
1987-11-05,9.323,100.0
1987-11-06,0.037,100.0
1987-11-07,0.0,100.0
1987-11-08,7.551,100.0
1987-11-09,20.227,100.0
1987-11-10,11.228,100.0
1987-11-11,2.023,100.0
1987-11-12,9.762,100.0
1987-11-13,6.363,100.0
1987-11-14,1.209,100.0
1987-11-15,9.611,100.0
1987-11-16,11.914,100.0
1987-11-17,8.913,100.0
1987-11-18,1.613,100.0
1987-11-19,1.923,100.0
1987-11-20,22.171,100.0
1987-11-21,0.03,100.0
1987-11-22,0.501,100.0
1987-11-23,0.06,100.0
1987-11-24,8.017,100.0
1987-11-25,11.755,100.0
1987-11-26,16.303,100.0
1987-11-27,12.022,100.0
1987-11-28,8.134,100.0
1987-11-29,0.858,100.0
1987-11-30,9.286,100.0
1987-12-01,0.936,100.0
1987-12-02,0.0,100.0
1987-12-03,0.0,100.0
1987-12-04,4.508,100.0
1987-12-05,9.951,100.0
1987-12-06,1.225,100.0
1987-12-07,0.261,100.0
1987-12-08,10.268,100.0
1987-12-09,2.715,100.0
1987-12-10,1.842,100.0
1987-12-11,3.995,100.0
1987-12-12,2.646,100.0
1987-12-13,1.121,100.0
1987-12-14,0.0,100.0
1987-12-15,1.443,100.0
1987-12-16,0.297,100.0
1987-12-17,6.482,100.0
1987-12-18,5.384,100.0
1987-12-19,0.0,100.0
1987-12-20,4.519,100.0
1987-12-21,0.288,100.0
1987-12-22,0.645,100.0
1987-12-23,6.189,100.0
1987-12-24,0.0,100.0
1987-12-25,0.0,100.0
1987-12-26,0.0,100.0
1987-12-27,1.009,100.0
1987-12-28,0.0,100.0
1987-12-29,0.0,100.0
1987-12-30,0.0,100.0
1987-12-31,0.0,100.0
1988-01-01,0.897,100.0
1988-01-02,5.518,100.0
1988-01-03,3.474,100.0
1988-01-04,0.0,100.0
1988-01-05,0.0,100.0
1988-01-06,0.0,100.0
1988-01-07,10.223,100.0
1988-01-08,0.183,100.0
1988-01-09,10.079,100.0
1988-01-10,13.256,100.0
1988-01-11,4.821,100.0
1988-01-12,4.903,100.0
1988-01-13,0.0,100.0
1988-01-14,0.0,100.0
1988-01-15,4.575,100.0
1988-01-16,2.05,100.0
1988-01-17,4.214,100.0
1988-01-18,1.784,100.0
1988-01-19,1.715,100.0
1988-01-20,2.312,100.0
1988-01-21,0.0,100.0
1988-01-22,0.189,100.0
1988-01-23,0.0,100.0
1988-01-24,5.994,100.0
1988-01-25,0.181,100.0
1988-01-26,2.804,100.0
1988-01-27,0.499,100.0
1988-01-28,0.056,100.0
1988-01-29,2.169,100.0
1988-01-30,5.515,100.0
1988-01-31,0.268,100.0
1988-02-01,11.907,100.0
1988-02-02,1.452,100.0
1988-02-03,0.447,100.0
1988-02-04,16.512,100.0
1988-02-05,3.792,100.0
1988-02-06,9.495,100.0
1988-02-07,2.839,100.0
1988-02-08,11.803,100.0
1988-02-09,6.741,100.0
1988-02-10,0.408,100.0
1988-02-11,0.03,100.0
1988-02-12,0.301,100.0
1988-02-13,1.662,100.0
1988-02-14,4.52,100.0
1988-02-15,9.051,100.0
1988-02-16,0.46,100.0
1988-02-17,14.786,100.0
1988-02-18,1.446,100.0
1988-02-19,0.0,100.0
1988-02-20,1.442,100.0
1988-02-21,2.619,100.0
1988-02-22,4.574,100.0
1988-02-23,4.029,100.0
1988-02-24,4.038,100.0
1988-02-25,3.126,100.0
1988-02-26,0.755,100.0
1988-02-27,3.056,100.0
1988-02-28,2.661,100.0
1988-02-29,0.434,100.0
1988-03-01,2.27,100.0
1988-03-02,5.853,100.0
1988-03-03,14.383,100.0
1988-03-04,7.805,100.0
1988-03-05,0.203,100.0
1988-03-06,5.678,100.0
1988-03-07,7.144,100.0
1988-03-08,15.002,100.0
1988-03-09,4.579,100.0
1988-03-10,7.239,100.0
1988-03-11,2.629,100.0
1988-03-12,2.252,100.0
1988-03-13,0.224,100.0
1988-03-14,0.999,100.0
1988-03-15,5.104,100.0
1988-03-16,4.723,100.0
1988-03-17,5.286,100.0
1988-03-18,2.087,100.0
1988-03-19,6.979,100.0
1988-03-20,10.751,100.0
1988-03-21,3.264,100.0
1988-03-22,2.42,100.0
1988-03-23,27.846,100.0
1988-03-24,7.809,100.0
1988-03-25,6.705,100.0
1988-03-26,7.097,100.0
1988-03-27,3.868,100.0
1988-03-28,3.945,100.0
1988-03-29,0.724,100.0
1988-03-30,2.699,100.0
1988-03-31,0.078,100.0
1988-04-01,3.109,100.0
1988-04-02,6.988,100.0
1988-04-03,2.215,100.0
1988-04-04,20.551,100.0
1988-04-05,7.88,100.0
1988-04-06,22.322,100.0
1988-04-07,1.805,100.0
1988-04-08,0.616,100.0
1988-04-09,9.73,100.0
1988-04-10,10.777,100.0
1988-04-11,5.651,100.0
1988-04-12,5.691,100.0
1988-04-13,6.23,100.0
1988-04-14,6.444,100.0
1988-04-15,8.572,100.0
1988-04-16,11.074,100.0
1988-04-17,1.628,100.0
1988-04-18,9.334,100.0
1988-04-19,1.552,100.0
1988-04-20,4.948,100.0
1988-04-21,3.045,100.0
1988-04-22,11.2,100.0
1988-04-23,4.799,100.0
1988-04-24,4.986,100.0
1988-04-25,5.591,100.0
1988-04-26,3.175,100.0
1988-04-27,7.009,100.0
1988-04-28,6.804,100.0
1988-04-29,20.983,100.0
1988-04-30,3.785,100.0
1988-05-01,2.824,100.0
1988-05-02,0.0,100.0
1988-05-03,0.864,100.0
1988-05-04,17.833,100.0
1988-05-05,6.988,100.0
1988-05-06,10.251,100.0
1988-05-07,5.902,100.0
1988-05-08,0.342,100.0
1988-05-09,3.736,100.0
1988-05-10,9.192,100.0
1988-05-11,9.307,100.0
1988-05-12,0.608,100.0
1988-05-13,1.404,100.0
1988-05-14,13.154,100.0
1988-05-15,3.953,100.0
1988-05-16,1.528,100.0
1988-05-17,1.211,100.0
1988-05-18,0.608,100.0
1988-05-19,12.428,100.0
1988-05-20,0.888,100.0
1988-05-21,0.309,100.0
1988-05-22,0.91,100.0
1988-05-23,4.96,100.0
1988-05-24,5.066,100.0
1988-05-25,1.112,100.0
1988-05-26,1.689,100.0
1988-05-27,0.0,100.0
1988-05-28,0.0,100.0
1988-05-29,0.0,100.0
1988-05-30,0.0,100.0
1988-05-31,0.745,100.0
1988-06-01,0.0,100.0
1988-06-02,0.0,100.0
1988-06-03,0.035,100.0
1988-06-04,2.329,100.0
1988-06-05,0.0,100.0
1988-06-06,0.0,100.0
1988-06-07,0.0,100.0
1988-06-08,1.966,100.0
1988-06-09,0.0,100.0
1988-06-10,0.167,100.0
1988-06-11,0.0,100.0
1988-06-12,0.019,100.0
1988-06-13,0.0,100.0
1988-06-14,0.498,100.0
1988-06-15,0.0,100.0
1988-06-16,0.0,100.0
1988-06-17,0.0,100.0
1988-06-18,0.0,100.0
1988-06-19,0.0,100.0
1988-06-20,0.0,100.0
1988-06-21,0.0,100.0
1988-06-22,0.0,100.0
1988-06-23,0.0,100.0
1988-06-24,0.0,100.0
1988-06-25,0.062,100.0
1988-06-26,0.0,100.0
1988-06-27,0.0,100.0
1988-06-28,0.0,100.0
1988-06-29,1.802,100.0
1988-06-30,0.891,100.0
1988-07-01,4.138,100.0
1988-07-02,0.0,100.0
1988-07-03,0.031,100.0
1988-07-04,0.0,100.0
1988-07-05,0.0,100.0
1988-07-06,0.024,100.0
1988-07-07,0.016,100.0
1988-07-08,0.0,100.0
1988-07-09,0.0,100.0
1988-07-10,0.0,100.0
1988-07-11,0.29,100.0
1988-07-12,0.082,100.0
1988-07-13,0.292,100.0
1988-07-14,0.086,100.0
1988-07-15,0.401,100.0
1988-07-16,0.0,100.0
1988-07-17,0.0,100.0
1988-07-18,0.0,100.0
1988-07-19,0.012,100.0
1988-07-20,0.0,100.0
1988-07-21,2.382,100.0
1988-07-22,0.0,100.0
1988-07-23,0.129,100.0
1988-07-24,2.036,100.0
1988-07-25,6.983,100.0
1988-07-26,1.137,100.0
1988-07-27,0.0,100.0
1988-07-28,0.177,100.0
1988-07-29,0.0,100.0
1988-07-30,0.196,100.0
1988-07-31,0.0,100.0
1988-08-01,0.122,100.0
1988-08-02,0.0,100.0
1988-08-03,0.07,100.0
1988-08-04,0.0,100.0
1988-08-05,1.396,100.0
1988-08-06,1.058,100.0
1988-08-07,4.722,100.0
1988-08-08,0.0,100.0
1988-08-09,7.333,100.0
1988-08-10,8.61,100.0
1988-08-11,0.026,100.0
1988-08-12,0.0,100.0
1988-08-13,0.0,100.0
1988-08-14,0.555,100.0
1988-08-15,0.0,100.0
1988-08-16,0.0,100.0
1988-08-17,0.0,100.0
1988-08-18,0.0,100.0
1988-08-19,3.122,100.0
1988-08-20,0.0,100.0
1988-08-21,1.099,100.0
1988-08-22,3.578,100.0
1988-08-23,3.995,100.0
1988-08-24,3.711,100.0
1988-08-25,0.032,100.0
1988-08-26,5.674,100.0
1988-08-27,16.603,100.0
1988-08-28,14.765,100.0
1988-08-29,13.888,100.0
1988-08-30,5.002,100.0
1988-08-31,6.311,100.0
1988-09-01,0.0,100.0
1988-09-02,0.388,100.0
1988-09-03,2.223,100.0
1988-09-04,0.24,100.0
1988-09-05,0.084,100.0
1988-09-06,0.047,100.0
1988-09-07,0.04,100.0
1988-09-08,5.215,100.0
1988-09-09,0.0,100.0
1988-09-10,6.6,100.0
1988-09-11,7.819,100.0
1988-09-12,0.0,100.0
1988-09-13,6.566,100.0
1988-09-14,1.449,100.0
1988-09-15,0.0,100.0
1988-09-16,0.0,100.0
1988-09-17,1.625,100.0
1988-09-18,10.373,100.0
1988-09-19,6.99,100.0
1988-09-20,4.018,100.0
1988-09-21,4.296,100.0
1988-09-22,1.756,100.0
1988-09-23,0.666,100.0
1988-09-24,0.738,100.0
1988-09-25,11.499,100.0
1988-09-26,5.377,100.0
1988-09-27,5.07,100.0
1988-09-28,11.768,100.0
1988-09-29,11.621,100.0
1988-09-30,6.409,100.0
1988-10-01,1.446,100.0
1988-10-02,6.996,100.0
1988-10-03,10.627,100.0
1988-10-04,5.76,100.0
1988-10-05,11.15,100.0
1988-10-06,12.64,100.0
1988-10-07,3.245,100.0
1988-10-08,11.156,100.0
1988-10-09,3.073,100.0
1988-10-10,0.398,100.0
1988-10-11,0.0,100.0
1988-10-12,0.114,100.0
1988-10-13,2.845,100.0
1988-10-14,5.659,100.0
1988-10-15,3.063,100.0
1988-10-16,0.0,100.0
1988-10-17,0.96,100.0
1988-10-18,0.0,100.0
1988-10-19,1.796,100.0
1988-10-20,0.0,100.0
1988-10-21,1.638,100.0
1988-10-22,0.0,100.0
1988-10-23,3.489,100.0
1988-10-24,3.132,100.0
1988-10-25,0.193,100.0
1988-10-26,13.357,100.0
1988-10-27,6.071,100.0
1988-10-28,3.295,100.0
1988-10-29,4.34,100.0
1988-10-30,0.544,100.0
1988-10-31,18.615,100.0
1988-11-01,0.576,100.0
1988-11-02,0.076,100.0
1988-11-03,0.0,100.0
1988-11-04,6.433,100.0
1988-11-05,15.854,100.0
1988-11-06,4.71,100.0
1988-11-07,0.03,100.0
1988-11-08,1.777,100.0
1988-11-09,15.037,100.0
1988-11-10,10.145,100.0
1988-11-11,11.948,100.0
1988-11-12,0.138,100.0
1988-11-13,0.059,100.0
1988-11-14,0.0,100.0
1988-11-15,0.665,100.0
1988-11-16,0.57,100.0
1988-11-17,0.0,100.0
1988-11-18,0.243,100.0
1988-11-19,0.418,100.0
1988-11-20,27.345,100.0
1988-11-21,5.704,100.0
1988-11-22,3.298,100.0
1988-11-23,5.955,100.0
1988-11-24,8.502,100.0
1988-11-25,0.707,100.0
1988-11-26,11.425,100.0
1988-11-27,4.341,100.0
1988-11-28,0.435,100.0
1988-11-29,0.491,100.0
1988-11-30,9.396,100.0
1988-12-01,5.599,100.0
1988-12-02,1.293,100.0
1988-12-03,0.914,100.0
1988-12-04,0.27,100.0
1988-12-05,0.275,100.0
1988-12-06,0.169,100.0
1988-12-07,0.541,100.0
1988-12-08,0.735,100.0
1988-12-09,0.925,100.0
1988-12-10,2.558,100.0
1988-12-11,1.735,100.0
1988-12-12,4.169,100.0
1988-12-13,0.135,100.0
1988-12-14,0.0,100.0
1988-12-15,0.0,100.0
1988-12-16,0.0,100.0
1988-12-17,0.0,100.0
1988-12-18,8.783,100.0
1988-12-19,0.076,100.0
1988-12-20,0.0,100.0
1988-12-21,0.249,100.0
1988-12-22,4.215,100.0
1988-12-23,0.0,100.0
1988-12-24,0.0,100.0
1988-12-25,0.722,100.0
1988-12-26,0.054,100.0
1988-12-27,4.104,100.0
1988-12-28,15.905,100.0
1988-12-29,8.281,100.0
1988-12-30,11.918,100.0
1988-12-31,3.402,100.0
1989-01-01,5.984,100.0
1989-01-02,8.489,100.0
1989-01-03,13.083,100.0
1989-01-04,3.771,100.0
1989-01-05,0.139,100.0
1989-01-06,8.785,100.0
1989-01-07,3.638,100.0
1989-01-08,0.579,100.0
1989-01-09,0.938,100.0
1989-01-10,9.237,100.0
1989-01-11,0.382,100.0
1989-01-12,2.88,100.0
1989-01-13,6.407,100.0
1989-01-14,7.776,100.0
1989-01-15,3.033,100.0
1989-01-16,0.0,100.0
1989-01-17,0.0,100.0
1989-01-18,0.536,100.0
1989-01-19,0.0,100.0
1989-01-20,0.0,100.0
1989-01-21,2.835,100.0
1989-01-22,3.651,100.0
1989-01-23,0.982,100.0
1989-01-24,0.048,100.0
1989-01-25,1.126,100.0
1989-01-26,0.0,100.0
1989-01-27,0.0,100.0
1989-01-28,0.0,100.0
1989-01-29,0.0,100.0
1989-01-30,0.0,100.0
1989-01-31,0.0,100.0
1989-02-01,0.0,100.0
1989-02-02,0.135,100.0
1989-02-03,0.0,100.0
1989-02-04,0.0,100.0
1989-02-05,3.342,100.0
1989-02-06,9.62,100.0
1989-02-07,1.593,100.0
1989-02-08,8.594,100.0
1989-02-09,3.573,100.0
1989-02-10,5.279,100.0
1989-02-11,4.318,100.0
1989-02-12,0.0,100.0
1989-02-13,0.357,100.0
1989-02-14,3.526,100.0
1989-02-15,1.548,100.0
1989-02-16,0.746,100.0
1989-02-17,16.239,100.0
1989-02-18,0.0,100.0
1989-02-19,0.0,100.0
1989-02-20,0.0,100.0
1989-02-21,5.386,100.0
1989-02-22,11.712,100.0
1989-02-23,5.494,100.0
1989-02-24,0.877,100.0
1989-02-25,0.0,100.0
1989-02-26,0.0,100.0
1989-02-27,0.0,100.0
1989-02-28,2.489,100.0
1989-03-01,0.0,100.0
1989-03-02,1.259,100.0
1989-03-03,1.187,100.0
1989-03-04,1.293,100.0
1989-03-05,19.935,100.0
1989-03-06,6.903,100.0
1989-03-07,0.105,100.0
1989-03-08,7.685,100.0
1989-03-09,4.511,100.0
1989-03-10,4.773,100.0
1989-03-11,2.257,100.0
1989-03-12,10.811,100.0
1989-03-13,7.601,100.0
1989-03-14,4.26,100.0
1989-03-15,0.026,100.0
1989-03-16,5.056,100.0
1989-03-17,3.771,100.0
1989-03-18,8.804,100.0
1989-03-19,2.638,100.0
1989-03-20,2.026,100.0
1989-03-21,11.121,100.0
1989-03-22,17.439,100.0
1989-03-23,3.485,100.0
1989-03-24,5.43,100.0
1989-03-25,1.209,100.0
1989-03-26,0.033,100.0
1989-03-27,7.783,100.0
1989-03-28,10.482,100.0
1989-03-29,3.658,100.0
1989-03-30,3.879,100.0
1989-03-31,4.522,100.0
1989-04-01,2.372,100.0
1989-04-02,8.205,100.0
1989-04-03,0.141,100.0
1989-04-04,3.357,100.0
1989-04-05,7.706,100.0
1989-04-06,20.129,100.0
1989-04-07,13.658,100.0
1989-04-08,9.757,100.0
1989-04-09,22.411,100.0
1989-04-10,19.195,100.0
1989-04-11,9.281,100.0
1989-04-12,2.216,100.0
1989-04-13,2.563,100.0
1989-04-14,0.451,100.0
1989-04-15,0.089,100.0
1989-04-16,0.226,100.0
1989-04-17,0.0,100.0
1989-04-18,0.0,100.0
1989-04-19,0.0,100.0
1989-04-20,0.0,100.0
1989-04-21,0.0,100.0
1989-04-22,0.094,100.0
1989-04-23,14.742,100.0
1989-04-24,0.153,100.0
1989-04-25,0.069,100.0
1989-04-26,19.429,100.0
1989-04-27,0.72,100.0
1989-04-28,0.735,100.0
1989-04-29,3.414,100.0
1989-04-30,1.181,100.0
1989-05-01,2.444,100.0
1989-05-02,15.027,100.0
1989-05-03,5.344,100.0
1989-05-04,20.289,100.0
1989-05-05,0.831,100.0
1989-05-06,0.546,100.0
1989-05-07,0.0,100.0
1989-05-08,0.047,100.0
1989-05-09,9.153,100.0
1989-05-10,9.997,100.0
1989-05-11,5.44,100.0
1989-05-12,11.256,100.0
1989-05-13,1.77,100.0
1989-05-14,23.811,100.0
1989-05-15,0.846,100.0
1989-05-16,3.177,100.0
1989-05-17,0.0,100.0
1989-05-18,0.0,100.0
1989-05-19,0.0,100.0
1989-05-20,0.0,100.0
1989-05-21,0.0,100.0
1989-05-22,0.0,100.0
1989-05-23,0.0,100.0
1989-05-24,0.203,100.0
1989-05-25,0.0,100.0
1989-05-26,2.339,100.0
1989-05-27,0.0,100.0
1989-05-28,0.0,100.0
1989-05-29,0.091,100.0
1989-05-30,0.0,100.0
1989-05-31,0.0,100.0
1989-06-01,0.127,100.0
1989-06-02,0.413,100.0
1989-06-03,0.108,100.0
1989-06-04,2.074,100.0
1989-06-05,10.207,100.0
1989-06-06,6.685,100.0
1989-06-07,2.104,100.0
1989-06-08,0.331,100.0
1989-06-09,0.0,100.0
1989-06-10,0.0,100.0
1989-06-11,0.0,100.0
1989-06-12,0.0,100.0
1989-06-13,0.0,100.0
1989-06-14,0.0,100.0
1989-06-15,0.0,100.0
1989-06-16,0.0,100.0
1989-06-17,0.0,100.0
1989-06-18,0.05,100.0
1989-06-19,1.33,100.0
1989-06-20,0.82,100.0
1989-06-21,0.0,100.0
1989-06-22,0.206,100.0
1989-06-23,0.0,100.0
1989-06-24,0.0,100.0
1989-06-25,0.0,100.0
1989-06-26,0.0,100.0
1989-06-27,0.0,100.0
1989-06-28,0.0,100.0
1989-06-29,0.0,100.0
1989-06-30,0.0,100.0
1989-07-01,0.0,100.0
1989-07-02,0.0,100.0
1989-07-03,0.223,100.0
1989-07-04,0.0,100.0
1989-07-05,0.248,100.0
1989-07-06,0.83,100.0
1989-07-07,0.0,100.0
1989-07-08,0.0,100.0
1989-07-09,0.099,100.0
1989-07-10,0.0,100.0
1989-07-11,0.299,100.0
1989-07-12,3.369,100.0
1989-07-13,5.387,100.0
1989-07-14,0.304,100.0
1989-07-15,0.0,100.0
1989-07-16,0.0,100.0
1989-07-17,0.032,100.0
1989-07-18,0.038,100.0
1989-07-19,0.009,100.0
1989-07-20,0.005,100.0
1989-07-21,0.0,100.0
1989-07-22,0.0,100.0
1989-07-23,0.0,100.0
1989-07-24,0.0,100.0
1989-07-25,0.753,100.0
1989-07-26,0.0,100.0
1989-07-27,0.0,100.0
1989-07-28,0.146,100.0
1989-07-29,0.0,100.0
